"id","title","body","rating","post_time","reviewer_name","read_link","review_system","status","create_time","last_modify_time","product_id"
22,"Еще один не плохой энергетик в мимимишной упаковке. ✤ Классическая С.О.В.А. взбодрит и придаст энергии на весь день ✤ Очень вкусный энергетический напиток! ✤ Незаменим для студентов ✤ Яркий вкус Неплохой вариант, но больше я его не куплю. Классическая Сова: чем хороша?","Приветствую все, кто заглянул в мой отзыв. Неизменно каждое лето приближается сессия, а это значит, что нужно время и силы, чтобы сдавать долги, отрабатывать прогулы, писать итоговые работы, сдавать зачеты и экзамены. Поэтому сегодня хочу рассказать вам об очередном опробованном мной энергетике S.O.V.A. классическая. До этого я уже попробовала другие вкусы из этой линейки, а именно ""Апельсин"", ""Натуральный"", ""Оригинальный"". Энергетики не самая полезная штука, но приходится прибегать к их помощи во время завалов на учебе. А чтобы не травить себя зря, нужно найти энергетик который действительно работает, а не будет бесполезно, но вкусной газировкой. Внешний вид упаковки. Как и у всей линейки этого энергетика он очень милый, ярко-красный фон и взъерошенная совушка. Самая прикольная из всех. Объем - 0,5 литра, что за его цену просто отлично. В большинстве магазинов где я видела энергетики этого производителя они всегда стоят на акции и стоят 39 рублей, но их полная стоимость около 80. Вот за 80 я не советую брать ни один из них, за эти деньги лучше взять что-то другое. Состав: Достойный для энергетика, даже присутствуют витамины, пусть и где-то ближе к концу списка. Цвет насыщенный, оранжевый, напоминает фанту Запах нечто цитрусово-тропическое Ну и все таки самый главный критерий - вкус. Он не похож на классические энергетики, это как будто смесь апельсина и ананаса, по крайней мере именно это я уловила, отдаленно похоже на мультифруктовый сок. Газирован в меру, по слизистым не бьет, не приторный, но довольно сладкий. Взбодрить он сможет максимум на час-два, при этом сделает это мягко, а не будто вам вставили батарейки Дюрассел в одно место, но и энергетический эффект у него не самый сильный, есть и более достойные представители. В моем личном топе этот вкус займет второе место, после оригинального. Ну и как всегда, не злоупотребляйте энергетиками, каким бы не был состав, это все равно вредно. А так иногда побаловать себя, или помочь себе во время запары, то почему бы и нет.",4.00,1526833483,Kate_Rin_Stace,https://irecommend.ru/content/eshche-odin-ne-plokhoi-energetik-v-mimimishnoi-upakovke,irecommend,A,1583305561514,1583305561572,4
38,"Один в один Red Bull, только намного дешевле! Как взбодриться со вкусом? Симпатяжка С.О.В.А на страже ночи. Она подскажет, как не клюнуть носом в ответственный момент Милый совенок снаружи и очень знакомый вкус внутри Классный энергетик Все, кто любит сов и подобные напитки, должны обязательно попробовать данный напиток! Я, как истинная фанатка сов, просто в восторге!(фото внутри)","Всем привет! ❤️ Я не буду особо расписывать вред энергетиков, потому, что об этом везде трубят и орут, но энергетики все равно продают Для меня энергетики, как быстрая лапша - вредно, но иногда хочется Беру энергетики очень редко может раз в 4 месяца и то не факт. Пью не ради того чтоб не спать, а просто нравится вкус. Обычно я беру Red Bull, но цена на него кусается 139 рублей. Тогда у меня на руках было всего 100 рублей, на Сову была акция цена всего 39 рублей. Энергетический напиток ""S.O.V.A. Natural""ГДЕ КУПИТЬ Купила в Пятёрочке, так же есть в других магазинах, обычно, находятся рядом с алкогольной продукцией Энергетический напиток ""S.O.V.A. Natural"" Энергетический напиток ""S.O.V.A. Natural""СОСТАВ И ПИЩЕВАЯ ЦЕННОСТЬ Состав: очищенная вода, сахар, регуляторы кислотности (лимонная кислота, цитрат натрия 3-замещенный), таурин, ароматизатор пищевой, кофеин натуральный, краситель – карамельный колер, премикс витаминный (ниацин, пантотеновая кислота, витамин В6, фолиевая кислота, биотин, витамин В12). Показать цитату Состав пытались сделать лучше и добавили витамины, что неплохо, но бесполезно, они вымываются из организма благодаря действию энергетика. Пищевая ценность: углеводы 11,0г Энергетическая ценность: 200 кДж (50 ккал) Показать цитату ВКУС И АРОМАТ Открываем баночку и сразу аромат Тутти-Фрутти, в общем запах Ред Була. Сладко фруктовый, явно химический. Энергетический напиток ""S.O.V.A. Natural""Вкус ярко сладкий, приятный, на упаковке написано ""натуральный"" но опять же химия. Я не против химии, знала, что покупаю Энергетический напиток ""S.O.V.A. Natural""ЭФФЕКТ ПОСЛЕ ПРИЁМА Энергетический напиток ""S.O.V.A. Natural""Вот это самое странное, обычно, от Ред Була у меня бодрость и прилив сил, а от совы началось что-то странное. Я захотела спать, при том очень сильно. Веки стали тяжёлыми, мысли тупыми и медленными, расслабон, как от алкоголя, в составе его нет. Ещё раз повторюсь, что энергетик я покупаю, тупо из за вкуса, бодрость для меня второстепенный эффект. Но сонливости я никак не ожидала. Думаю это индивидуальная реакция организма. Но вкус и аромат в целом очень неплохой для любителей энергетиков. Поэтому я рекомендую данный энергетик, как отличная замена дорогущему Red Bull`у Спасибо за то, что читаете мои отзывы ❤️❤️❤️❤️❤️❤️❤️ Надеюсь, что мой отзыв был вам полезен и помог сделать правильный выбор! ❤️ Если тебе понравился этот отзыв посмотри другие: Пиво Carlsberg Seth&Riley's GARAGE Hard Lemon Tea ❤️ Пиво Keltske Dedictvi Tmavy Lezak ❤️ Пиво Carlsberg Seth&Riley's GARAGE Hard Lingonberry Drink ❤️",4.00,1524942640,nadyafoma13,https://irecommend.ru/content/odin-v-odin-red-bull-tolko-namnogo-deshevle,irecommend,A,1583306954559,1583306954588,5
12,"Бодрит на отлично! Куча красителей, но зато красивый цвет. В каких магазинах можно найти и по какой цене Отлично бодрит! Жаль, пока не везде продается Кислая газировка со вкусом смородины Звезда среди энергетиков","Привет всем! Я любитель энергетиков. Ну как любитель.. Сессия делает свое дело, без них не выжила бы. Перепробовала кучу всяких вкусов, видов. Думала: ""ничем меня не удивишь"" Но, поехав в Глобус, увидела на полке новую для себя баночку. Это был Genesis Purple Star Цена по акции 69.90 Нигде, кроме Глобуса, его нет. В Пятёрочке и Дикси сказали, что такое не завозят Знаете, я не думала, что меня можно завлечь картинкой А тут.. Я очень люблю символ бесконечности и число 8. Вот, Лина, держи. Также увлекаюсь астрономией и очень люблю изучать Вселенную. Картинка специально для меня. Так еще и цвет фиолетовый люблю. Даже смешно, но меня подкупили картинкой! Дома начала рассматривать баночку. Витамины в % суточной нормы: B3 :=100%; B5 :=100%; B6 :=100%; B12:=100%; С :=45%; Кофеин [максимальное содержание подтверждено] Таурин [действующее содержание подтверждено] *Не имеет аналогов на российском рынке по витаминному комплексу и содержанию теанина. По данным компании ООО «Маркетинг Лонж». ** Nathan, Pradeep & Lu, Kristy & Gray, Marcus & Oliver, Christopher. (2006). The neuropharmacology of L-theanine (N-ethyl-L-glutamine): A possible neuroprotective and cognitive enhancing agent. Journal of herbal pharmacotherapy. 6. 21-30. 10.1080/J157v06n02_02.Owen, G.N.; Parnell, H.; De Bruin, E.A.; Rycroft, J.A. The combined effects of L-theanine and caffeine on cognitive performance and mood. Nutr. Neurosci. 2008, 11, 193–198. ***содержание в 0,5л. напитка Показать цитату Эта информация взята с сайта этого напитка, он очень классный и необычный Загляните) Обычная закрывашка. Стараюсь при возможности переливать в стаканы, бокалы так как считаю такие банки грязными и губами прикасаться к ней не хочу. Напиток сильногазированный. Цвет у него шикарный. Малиново - фиолетовый. Первая мысль была: сколько же красителей туда вбухали.. На вкус: ягодный, кисловатый, но это лучше, чем привычный вкус цитруса в энергетиках. Мне очень понравился. Не приторный Дал ли он бодрость? Еще какую.. Выпила я его в 15:00, до вечера моталась по магазинам и не устала ни капли. Может быть подсознание сработало, мол, выпила энергетик, теперь бегай, но также для себя сделала вывод, что энергетики надо пить с утра пораньше. Вечером очень долго не могла уснуть. Для меня это минус.. Спать хотелось, но мозг не давал задремать.. Напиток вкусный, но употреблять его надо с осторожностью и ни в коем случае не ночь. Я поставлю 5 звезд, это самый вкусный энергетик из всех, что я пила.",5.00,1563268424,AngelinaVolkova,https://irecommend.ru/content/bodrit-na-otlichno-kucha-krasitelei-no-zato-krasivyi-tsvet-v-kakikh-magazinakh-mozhno-naiti,irecommend,A,1583303758896,1583303758926,3
13,Рождение звезды. Часть 2 Энергетик Genesis Purple star бодрит не по детски! Открыла для себя новый энергетик. Новый и необычный вкус. Нестандартный энергетик по приятной цене,"!!!ВНИМАНИЕ!!! Автор отзыва не занимается пропагандой энергетических напитков среди детей и подростков. Продолжение обзора на энергетик марки ""Genesis"". На сей раз ""Purple star"" или же фиолетовая звезда. И поскольку это продолжение, я надеюсь, что мне не придется много расписывать, лишь ссылаться на предыдущую часть. К слову, ее можно прочесть тут: https://irecommend.ru/content/rozhdenie-zvezdy-cha... Дизайн 1 в 1. Более того, ощущение такое, что вот с этим ""цветовым элементом"" дизайнеры игрались в ФШ, меняя оттенок. А вот с составом все не так, как в прошлой версии. Очевидно, что многие позиции совпадают, например присутствие УНИКАЛЬНОГО теанина, но! Краситель не фиолетовый (по логики прошлой банки), а вообще зеленый... Окей... И энергетическая ценность другая - 250 ккал на 0,5. Это больше, чем в желтом и совпадает с Черным монстром. И сахара больше - не 11 г., а 12 г. на 100 мл. Показать цитату Не забываем про другие обзоры на прочие ништяки: 1) https://irecommend.ru/content/ais-ne-nais (Горила Айс) 2) https://irecommend.ru/content/vinograd-na-britansk... (Фанта Виноград из Британии) 3) https://irecommend.ru/content/mineralnaya-voda-s-p... (Чупа-Чупс Виноград) Ну что, дегустация. Запах. Таааааак. Очень любопытно! Если желтый пах, как маракуйя, а ожидал я апельсин, то тут я ожидал виноград, а получил запах ЧЕРНИКИ! Вообще неожиданно. Цвет - фиолетовый, но не как у виноградной фанты или Горилы АЙС. Вкус - вот точно черника. И ё... Какой же он кислый! Капец! Еще один кислый энергетик, мб даже кислее прошлого (хотя тут больше сахара). Сплошные противоречия. Но вот что точно могу сказать - фиолетовая звезда, имхо, уникальная в своем роде. Но кислый, что аж рот вяжет! Честно, мне кажется, что именно таким должен быть энергетик. Кислым и бодрящим с вызывающими-нестандартными вкусами. Но, ё мое, хоть я и сказал, что вот оно - то, что надо, я не могу поставить 5 звезд. Эта кислота сильнее меня.",4.00,1582110961,Газированный Ренатик,https://irecommend.ru/content/rozhdenie-zvezdy-chast-2,irecommend,A,1583303758898,1583303758927,3
41,"Интересная серия ""S.O.V.A. Natural"", порадует Вас своим приятным кисло-сладким вкусом＼(≧▽≦)／ Вкусно, недорого, бодрит и обладает набором полезных витаминов Классный энергетик Когда ты настоящая СОВА, но тебе приходится вставать по утрам на работу или учебу... Поможет ли энергетик Сова Natural? ЭКСПЕРИМЕНТ внутри","❤Всем привет❤ Решила по старой традиции, опять пуститься в поиск интересного энергетического продукта. Нашла в гиппермаркете Линия за 47 рублей. (Хотя один продукт тоже от совы с апельсином я покупала в той же Линии за 39,50 рублей... хотя без скидки он стоил 53 рубля, видимо они частенько делают скидки на энергетики) Хотя именно эту сову видела и в Пятерочке и в одном маленьком магазинчике, хотя с апельсиновым напитком обстроит все сложнее, т.к продается только в Линии. Объем: 0,5 л. Состав: Очищенная вода, сахар, регуляторы кислотности – лимонная кислота, цитрат натрия 3-замещенный) таурин, ароматизатор пищевой, кофеин натуральный, краситель – карамельный колер, премикс витаминный(ниацин кислота, ароматизатор, премикс витаминный (ниацин, пантотеновая кислота, витамин В6, фолиевая кислота, биотин, витамин В12). Показать цитату Цвет: чайный. (Хотя очень напоминает газированный холодный чай... или газировку буратино) Производитель: АО ""Дека"", Россия. Бренд: S.O.V.A.. Срок хранения: 12 месяцев. Показать цитату Калорийность: 100 мл - 50 ккал Калорийность: 225 ккал Углеводы - 55 г Кофеин - 30 мг (150 мг) Ниацин - 2,88 мг (14,4 мг) Витамин С - 25 мг (125 мг) Витамин В6 - 0,32 мг (1,6 мг) Витамин В12 - 0,16 мкг (0,8 мг) Фолиевая кислота - 32 мгк (160 мгк) Биотин - 24 мгк (576 мгк) Пантотеновая кислота - 0,96 мг (4,8 мг) Энергетическая ценность - 200 кДж ( в 0.5 - 1000 кДж) Показать цитату Калорийность на 100 мл: 100 мл - 50 ккал Белки - 0 г Жиры - 0 г Углеводы - 11 г Энергетическая ценность - 200 кДж Показать цитату Хотя немного странно показалось по подсчетам калорий и углеводов то, что из этой серии Сова с апельсином чуть калорийнее, чем натуральный вкус. Хотя по витамина м всякому биотину с ниацином остается все то же самое. Наверное дело в витамине с в апельсине. Результат: ""+"" ✔ Цена... ✔ Дизайн... такая миленькая сова, что сразу привлекла мое внимание, я бы сказала, она сыграла один из решающих пунктов), а это так вообще бодрячком судя по упаковке. Это я так понимаю Филин изображен ,т.к у него ушки торчком))) Вот за дизайны им 5 +++ ✔ Аромат... кисло-сладкое яблоко))), или яблоко с цитрусом) ✔ Вкус... яблоко... хотя по-поводу вкуса он очень схож с таким напитком как энергетик от Гориллас natural, и по цвету они одинаковые. ✔ Газированность... она тут средняя, после которой не страдаешь) ""-"" ✖ Состав... но тут у многих газированных напитков состав не идеален))). Всем хорошего настроения ^_^",5.00,1537108545,Lunnallia,https://irecommend.ru/content/interesnaya-seriya-sova-natural-poraduet-vas-svoim-priyatnym-kislo-sladkim-vkusom,irecommend,A,1583306954566,1583306954590,5
43,"ЯГУАР, это ты?) НЕТ, я S.O.V.A! ЭНЕРГЕТИК со вкусом, который знаком многим ) А стоит ли? Почему я, не признающая энергетиков все же решила попробовать? Новая серия энергетических напитков ""S.O.V.A"" и чем они примечательны. Лимонадная ""S.O.V.A Natural"", на что похож ее вкус. Описание всех вкусов ""Совиных"" энергетиков. ✤ Бодрящий лимонадик от СОВЫ ✤ Заряд энергии на весь день или нет? ✤ Вкусовые ассоциации ✤ Вкусно, недорого, бодрит и обладает набором полезных витаминов","Всем привет! Думаю каждый каждый из нас, хоть раз в жизни испытывал острую потребность в дополнительно энергии? Было такое?) Знакомо, что встал с утра и уже устал?) Да-да, это про меня, особенно зимой и осенью. А этой осенью, после отсутствия нормального лета, так вообще! Витаминки почему-то на этот раз мне не помогли, ну или практически не помогли, и в некоторые дни мне особенно остро требовалась дополнительная помощь. На айреке встречала отзывы, на новые энергетики и решила попробовать. На самом деле, конечно это не первая моя ""проба"" продукта данной категории, но прошлые разы были на стоооолько давно! Вообще я не сторонник энергетиков, все прочие типа - Адреналин раш, Берн, Ред бул, нифига не окрыляли, а состав у них термоядерный, да и цена вообще не бюджетна. А уж как я посмотрела пару передач про вредность энергетических напитков, то вообще запретила себе их пить, и домашних бью по рукам. В этом же напитке состав мне показался не столь страшным, потому я решила попробовать. Открывашка стандартная для всей алюмотары, дергаем за язычок, открываем Подпитка мне требовалась в основном после 3-х часов дня, с утречка заместо завтрака энергетики я не приемлю, т.к. мне банально жаль желудок. Потому кушала, потом заливалась. Итак, всего у энергетического напитка S.OV.A. есть 4 вкуса - это Natural - голубой, Original - синий, Orange - оранжевый и Classic - красный. Опознать баночки можно или по цвету, ну а если в дальтоник, то внизу указано название, правда очень мелко и на некоторых его почти не видно, вот смотрите... На оранже почти и не понятно) сова Конкретно сегодня расскажу про Энергетический напиток S.O.V.A Natural в голубой банке Не самая милая, на мой взгляд совушка из всей коллекции, но все же симпатичная. Объем - 0,5 л Цена - 49,90 рублей, по акции в Дикси, в других магазинах Мск не попадался, но сейчас вроде акция кончилась и цена стала 79,90 рублей Производитель - Великий Новгород изготовитель В общем-то расскажу про действие... Именно этот напиток меня не приободрил ни на секундочку, я со спокойной душой выпила его, вернее даже чуть не допила... И пошла спаааать. Потому что я просто была никакая. Вот и спрашивается нафига пила?) Непонятно. Но надежда умирает последней) Единственное, что мне чуть-чуть помешало уснуть - это то, что на вкус этот энергетик как ЯГУАР! Дети 90-х, которые в 00-х начали познавать все прелести подростковой жизни, точно знают этот вкус и его ни с чем не спутать! И да, именно та ностальгия помешала мне уснуть!) Видать за счет этого и работает энергетик?))) Ну ка-то странно!) А сова с картинки так и говорит ""Хооооспади, да это же ЯГУААР! Где же те лууучшие годы моей жиизни?"" И сидит такая в шоке...) Я этот вкус с тех пор терпеть не могу, да и запах тоже не очень, приторный, сладкий, когда попробовала первые 2 энергетика, то вздохнула с облегчением, потому что у них были совершенно другие вкусы, но этот отдал дань всем производителям энергетиков, которые почему-то так любят этот ароматизатор/вкус. В составе таурин и кофеин, за счет которых вы, как бы должны ""халкануться"" в сову, но на деле чуда не произошло, и даже набор витаминов с составе тоже не помог. Ну и конечно же куда без красителей и ароматизаторов. цвет Цвет у напитка карамельный, с вижу похож на простой лимонад, газированный, но не так, чтобы сшибало с ног. Баночка очень бликует, так что прошу прощения, кое-какую информацию не видно. Но в целом составы не столь страшные, как у других энергетических напитков. энергетики s.o.v.a Я лишний раз убедилась, что такого рода напитки меня практически не берут. Хотя другой вкус совы меня чуть-чуть в чувства все же привел. Но не этот. Этому я ставлю трояк и не рекомендую. Вкус мне не понравился, результата нет, так ради чего травить организм и мучить надпочечники?) Не-не, увольте, эту Сову больше никогда!) И вам не советую) ♥ Будьте красивыми и до новых отзывов!) ♥ Желаю всем заглянувшим побольше вкусняшек и хорошего настроения! Другие мои отзывы про еду: Кокосовая паста, да и такая бывает! + рецепт конфеток Торт ""Ред вельвет"" или по-нашему ""Красный Бархат"" Партия еды - тоже сервис доставки с рецептами Слайс-пицца - ПП пицца, пицца для веганов, а коробка какая красивая...))) Суши-Wok доставка - суши и роллы на вынос Рыба замороженная прямо в море + фоторецепт Как я выращивала помидорки черри в квартире",3.00,1511075813,katena104,https://irecommend.ru/content/yaguar-eto-ty-net-ya-sova-energetik-so-vkusom-kotoryi-znakom-mnogim-stoit-li-pochemu-ya-ne-p,irecommend,A,1583306954573,1583306954592,5
32,"Когда кофе не спасает. Когда ты настоящая СОВА, но тебе приходится вставать по утрам на работу или учебу... Поможет ли энергетик Сова Natural? ЭКСПЕРИМЕНТ внутри Все, кто любит сов и подобные напитки, должны обязательно попробовать данный напиток! Я, как истинная фанатка сов, просто в восторге!(фото внутри) Как взбодриться со вкусом? Симпатяжка С.О.В.А на страже ночи. Она подскажет, как не клюнуть носом в ответственный момент","Доброго времени суток. Сегодня буду краткой как никогда, ну или хотя бы постараюсь. С недавней поры подсела на энергетики. Конечно можно было бы попробовать высыпаться, но нет. Мне никогда не помогал этот чудодейственный эффект кофе, о котором все так пищат, поэтому, если и пить, то просто для того, чтобы насладиться вкусом. Но сейчас не об этом. Неделю назад на глаза мне попалась С.О.В.А Дизайн у баночки оооочень привлекает внимание. Купила не задумываясь, даже состав не прочла, но прилагаю. Возможно вам он будет интересен. Объём- стандарт, 0,5л Приобретена была в пятёрочке по акции. Обошлась в 49 русских шекелей. Цена без скидок- около 70, но все же бюджетнее всяких там редбуллов и прочего. Вкус почти такой же как и у большинства энергетиков- с кислинкой, но более нежный. Эмаль зубов не особо в шоке, хотя обычно негативно реагирует на кислоту. Это подкупило. Эффект- действует спустя 30-40 минут, спать не хочется около 7 часов, как раз за это время можно успеть разгрести все завалы. Увлекаться подобным не рекомендую, особенно людям с повышенным давлением. Обязательно попробую другие вкусы. Рекомендую из-за крутого дизайна и ощутимого эффекта",5.00,1522061574,SatanaLoveMe,https://irecommend.ru/content/kogda-kofe-ne-spasaet,irecommend,A,1583306954512,1583306954584,5
33,"Новая серия энергетических напитков ""S.O.V.A"" и чем они примечательны. Лимонадная ""S.O.V.A Natural"", на что похож ее вкус. Описание всех вкусов ""Совиных"" энергетиков. ЯГУАР, это ты?) НЕТ, я S.O.V.A! ЭНЕРГЕТИК со вкусом, который знаком многим ) А стоит ли? Почему я, не признающая энергетиков все же решила попробовать? Помогатор! Вкусно, недорого, бодрит и обладает набором полезных витаминов","""Маленькая птичка принесла на хвосте новость"". Принесла и даже четыре. Читала я отзывы и понимала - ""Хочу!"" Тряхнем стариной, как говорится) Искала долго, но так и не могла найти. Пару недель назад был привоз в ""Пятерочку"", но не успела. Рассказывали, что было вкусно, но мало. И тут, о чудо! Привезли в ""Дикси"". Да и ценник такой, что грех не взять. За каждую баночку отдала по 50 рублей. Не стала мелочиться, схватила все четыре, хотя многие не советовали апельсиновый, но свои грабли все же милее... На голубенький отзывов не было ни одного, и поэтому решила посвятить этот отзыв бедному ""обделенцу"". Описание: Красочная баночка яркого, голубого цвета объемом пол литра. Пернатик на ней особенно угарный, будто взъерошен, всклокочен - не выспался, вестимо)) Информация с упаковки: И в общем-то все самое главное там написано, добавить нечего. В ""выпивании"": То ли я старовата для такого, то ли желудок за юность повидал не мало, но от одной баночки меня унесло. Причем, по всем фронтам. Энергии прибавилось, желание спать как рукой сняло. И это с учетом того, что я плотно сижу на кофе и для меня напитки с энергетическим подтекстом отнюдь не редкость. Желудок ответил почти сразу - губы, которые так долго напитывала бальзамами и увлажняла, спустя читаные минуты после опустошения баночки стали похожи на обезвоженную пустыню. Вот-вот и пойдут шелушениями. Желудок никакой негативной реакции не дал, несварения или еще каких-либо неприятностей замечено не было. Лишь обезвоженность губ и все. Зато вкусно... Обезвоженность в течении дня легко поправляется количеством выпитой воды, поэтому критичным пунктом это не считаю, просто упущенное придется наверстывать, но это как и с кофе. ВКУС: Вкус отдаленно напоминает что-то яблочное и таит в себе нотку ""мелованности"", терпкости. Есть сладость, но также чувствуется и легкая кислинка. Цвет как у слабо заваренного черного чая - желто-оранжевый. Неприятного послевкусия у напитка нет. Если кто пробовал финский энергетик ""Батарейка"", то у Совы Натуральной вкус просто один в один как у нее! Пила и ностальгировала просто)) Степень газированности средняя, не сравнить с лимонадом, пить приятно. По итогу: Понравился, раз в месяц буду брать, но вкус на любителя, за это снимаю звезду. Не назвать его натуральным, как зеленый Адреналин. Тот мягче, пьется лучше, его хочется пить литрами в отличие от голубой совы. Но как энергетик-зарядка работает отлично и цена прекрасная. P.S. Немного о других совах. Кому интересно, прилагаю фото калорийности и состава для сравнения: А также цвета энергетиков: По вкусу: Сова красная (классическая) обладает легким привкусом сока ""мультифрукт"". Сова оранжевая (апельсин) имеет апельсиновый вкус, отсылающий немного в юность и коктейлю ""Отвертка"" в подобной банке. Сова синяя (оригинальная) с яблочно-ягодным вкусом рождественского грога. Пожалуй, самый-самый примечательный и запоминающийся из всей линейки Совушек. Серия понравилась, новые вкусы запомнились. Буду иногда покупать, но без фанатизма. Кто работает сутками, советую присмотреться к новинкам!",4.00,1509702019,Dutchess_Pradd,https://irecommend.ru/content/novaya-seriya-energeticheskikh-napitkov-sova-i-chem-oni-primechatelny-limonadnaya-sova-natur,irecommend,A,1583306954516,1583306954585,5
37,"Вкусно, недорого, бодрит и обладает набором полезных витаминов Другие вкусы намного лучше. Интересная серия ""S.O.V.A. Natural"", порадует Вас своим приятным кисло-сладким вкусом＼(≧▽≦)／ ЯГУАР, это ты?) НЕТ, я S.O.V.A! ЭНЕРГЕТИК со вкусом, который знаком многим ) А стоит ли? Почему я, не признающая энергетиков все же решила попробовать? Новая серия энергетических напитков ""S.O.V.A"" и чем они примечательны. Лимонадная ""S.O.V.A Natural"", на что похож ее вкус. Описание всех вкусов ""Совиных"" энергетиков.","Пару дней назад приметила данный энергетик на прилавке магазина (""Дикси"") и решила купить, так как состав, в который входят такие витамины как В12, В6, С и фолиевая кислота, а из вредных веществ смогла различить только ароматизатор, мне очень понравился. В период осенней хандры и жутких ломок в виде постоянного желания спать мне очень необходим какой-нибудь источник энергии. Мой порыв к витаминному комплексу не увенчался каким-либо успехом. Только цены на энергетик я так и не углядела и прошла мимо, а ко всему он был в единственном экземпляре. Сегодня я пришла туда вновь, цены снова не было, но я решила рискнуть и не пожалела. Вообще энергетики по своей природе не люблю, но в данном случае меня привлек состав и безумно милая этикеточка. По вкусу напиток оказался нежнее Red Bull-а, цвет скорее напоминает лимонад ""Дюшес"" или старый добрый колокольчик, но запах едкий, как и у любого другого энергетика лично мне он неприятен Стоимость оказалась довольно приятной - 50 р за баночку 0,5, считаю ее вполне приятной. Я вообще не сильно поддаюсь влиянию кофеина, но входящий в состав ТАУРИН видимо помог привести меня в бодрое состояние, что довольно таки сильно меня удивило, Появилось приподнятое настроение и энергия. Еще, правда, я пока не выяснила, как долго держится этот эффект... посмотрите какой огромный отзыв я наваяла под его действием, лол Совушка немного отражает моё состояние после того, как энергетик сработал (удивление, что вообще сроботало имею в виду) Состав можете вычитать сами. Производство ""Великий Новгород"") Считаю, что для студента это неплохой вариант, но злоупотреблять не советую. Всем любви и добра!)",4.00,1509896717,Ginger24,https://irecommend.ru/content/vkusno-nedorogo-bodrit-i-obladaet-naborom-poleznykh-vitaminov,irecommend,A,1583306954547,1583306954587,5
11,"Кислая газировка со вкусом смородины Вкусный заряд энергией! 🍇Ягодный вкус не всем понравится, но что-то в нем есть 🍇 Бодрит на отлично! Куча красителей, но зато красивый цвет. В каких магазинах можно найти и по какой цене","Иногда мне хочется взбодриться перед тяжелым учебным или рабочим днем и я покупаю себе баночку энергетика. На этот раз на полке магазина я увидела фиолетовую баночку с изображением космического пространства и не смогла удержаться. Цена напитка - 50 рублей со скидкой, покупала в магазине Реал. Дизайн баночки яркий и красивый, поверхность матовая. Энергетики я люблю за необычный вкус, которым они отличаются от лимонадов. Вкус этого энергетика не особо отличался от лимонада со вкусом смородины или винограда. Мне он не особо понравился - слишком химозный и кислый. Но тут, как говорится, на любителя. Цвет яркий и насыщенный. Фиолетовый, естественно. Напиток хорошо и надолго бодрит. Я бы не стала покупать этот энергетик второй раз, но с радостью попробую второй вкус.",3.00,1574008244,Anstya3,https://irecommend.ru/content/kislaya-gazirovka-so-vkusom-smorodiny,irecommend,A,1583303758892,1583303758925,3
